
2023-02-12 16:03:02.189441052 UTC,12.90536,50.779324,100840.62,4.16
2023-02-12 16:04:02.391208349 UTC,13.01059,51.455925,100834.71,4.16
2023-02-12 16:05:02.602184004 UTC,13.658351,59.247917,100814.13,4.08
2023-02-12 16:06:02.815751989 UTC,13.720103,50.77353,100832.805,4.14
2023-02-12 16:07:03.189325897 UTC,14.225146,57.790867,100834.11,4.14
2023-02-12 16:08:03.349473329 UTC,14.459867,52.072823,100827.96,4.09
2023-02-12 16:09:03.451005436 UTC,14.217585,49.187004,100828.57,4.15
2023-02-12 16:10:03.659437140 UTC,14.520042,60.495274,100799.09,4.04
2023-02-12 16:11:03.871249542 UTC,15.174431,60.675007,100792.234,4.1
2023-02-12 16:12:04.099030111 UTC,15.870413,37.974026,100789.234,4.03
2023-02-12 16:13:04.352970898 UTC,14.546193,40.88172,100786.26,4.14
2023-02-12 16:14:04.506396807 UTC,14.0594225,34.209835,100787.95,4.14
2023-02-12 16:16:39.961965688 UTC,12.772093,34.15822,100784.055,4.07
2023-02-12 16:17:40.454441807 UTC,12.576127,33.740913,100783.78,4.07
2023-02-12 16:18:40.666589117 UTC,12.211292,33.523502,100779.97,4.11
2023-02-12 16:19:40.805501707 UTC,11.916087,35.01975,100779.305,4.08
2023-02-12 16:20:41.090092490 UTC,11.586857,34.994076,100774.91,4.09
2023-02-12 16:21:41.404915257 UTC,11.242506,35.893227,100771.914,4.12
2023-02-12 16:22:41.435235345 UTC,11.017874,36.043034,100767.75,4.12
2023-02-12 16:23:41.639111061 UTC,10.613666,35.562916,100764.9,4.14
2023-02-12 16:24:41.886775476 UTC,10.408254,37.1527,100762.75,4.12
2023-02-12 16:25:42.146015900 UTC,10.419596,35.74461,100760.2,4.12
2023-02-12 16:26:42.459765056 UTC,10.303343,35.435375,100756.95,4.11
2023-02-12 16:27:42.501500749 UTC,10.322246,35.531357,100752.68,4.12
2023-02-12 16:28:42.696024499 UTC,10.453306,35.429775,100747.56,4.14
2023-02-12 16:29:42.989901447 UTC,10.51537,35.659122,100743.29,4.08
2023-02-12 16:30:43.348051732 UTC,10.477564,35.397717,100739.336,4.06
2023-02-12 16:31:43.616648546 UTC,10.336423,35.72336,100734.87,4.12
2023-02-12 16:32:43.826964881 UTC,10.393447,35.85666,100725.64,4.08
2023-02-12 16:33:44.039007771 UTC,10.407624,36.182037,100721.625,4.14
2023-02-12 16:34:44.351749417 UTC,10.394707,35.95801,100721.09,4.09
2023-02-12 16:35:44.373475266 UTC,10.605159,35.269352,100719.66,4.02
2023-02-12 16:36:44.593593782 UTC,10.579325,35.20003,100717.336,4.02
2023-02-12 16:37:44.884537502 UTC,10.840501,35.300858,100716.91,4.12
2023-02-12 16:38:45.010890534 UTC,11.009684,34.787506,100713.984,4.07
2023-02-12 16:39:45.347258643 UTC,11.165003,35.449738,100710.55,4.12
2023-02-12 16:40:45.435022021 UTC,11.394045,34.70589,100709.01,4.07
2023-02-12 16:41:45.731003718 UTC,11.521326,34.20781,100707.805,4.1
2023-02-12 16:42:45.942717931 UTC,11.522902,33.667313,100706.24,4.12
2023-02-12 16:43:46.154473818 UTC,11.531407,33.057095,100704.85,4.07
2023-02-12 16:44:46.366514106 UTC,11.531407,33.59233,100702.875,4.11
2023-02-12 16:45:46.577888983 UTC,11.54212,33.378174,100700.555,4.01
2023-02-12 16:46:46.789832439 UTC,11.505573,33.1911,100699.09,4.1
